maṇḍala,sūkta,ṛca,paṅktī,index,IAST,Griffith,Devanāgarī,m-s-r,pada pāṭha
6,1,1,a,6-1-1-A,tvaṁ hy agne prathamo manotāsyā dhiyo abhavo dasma hotā,"THOU, first inventor of this prayer, O Agni, Worker of Marvels, hast become our Herald.",त्वं ह्यग्ने प्रथमो मनोतास्या धियो अभवो दस्म होता,6-1-1,tvam | hi | agne | prathamaḥ | manotā | asyāḥ | dhiyaḥ | abhavaḥ | dasma | hotā || tvam | sīm | vr̥ṣan | akr̥taṇoḥ | dustarītu | sahaḥ | viśvasmai | sahase | sahadhyai ||6.1.1||
6,1,1,b,6-1-1-B,tvaṁ sīṁ vṛṣann akṛṇor duṣṭarītu saho viśvasmai sahase sahadhyai,"Thou, Bull, hast made us strength which none may conquer, strength that shall overcome all other prowess",त्वं सीं वृषन्नकृणोर्दुष्टरीतु सहो विश्वस्मै सहसे सहध्यै ,6-1-1,tvam | hi | agne | prathamaḥ | manotā | asyāḥ | dhiyaḥ | abhavaḥ | dasma | hotā || tvam | sīm | vr̥ṣan | akr̥taṇoḥ | dustarītu | sahaḥ | viśvasmai | sahase | sahadhyai ||6.1.1||
6,1,2,a,6-1-2-A,adhā hotā ny asīdo yajīyān iḻas pada iṣayann īḍyaḥ san,"As Priest thou sattest at the seat of worship, furthering us, best Offerer, meet for honour.",अधा होता न्यसीदो यजीयानिळस्पद इषयन्नीड्यः सन्,6-1-2,adha | hotā | ni | asīdaḥ | yajīyān | iḷaḥ | pade | iṣayan | īḍyaḥ | san || tam | tvā | naraḥ | prathamam | deva-yantaḥ | mahaḥ | rāye | citayantaḥ | anu | gman ||6.1.2||
6,1,2,b,6-1-2-B,taṁ tvā naraḥ prathamaṁ devayanto maho rāye citayanto anu gman,"So first to thee have pious men resorted, turning thy mind to thoughts of ample riches.",तं त्वा नरः प्रथमं देवयन्तो महो राये चितयन्तो अनु ग्मन् ,6-1-2,adha | hotā | ni | asīdaḥ | yajīyān | iḷaḥ | pade | iṣayan | īḍyaḥ | san || tam | tvā | naraḥ | prathamam | deva-yantaḥ | mahaḥ | rāye | citayantaḥ | anu | gman ||6.1.2||
6,1,3,a,6-1-3-A,vṛteva yantam bahubhir vasavyais tve rayiṁ jāgṛvāṁso anu gman,"In thee, still watching, they have followed riches, who goest with much wealth as with an army,",वृतेव यन्तं बहुभिर्वसव्यैस्त्वे रयिं जागृवांसो अनु ग्मन्,6-1-3,vr̥tā-iva | yantam | bahu-bhiḥ | vasavyaiḥ | tve iti | rayim | jāgr̥-vāṁsaḥ | anu | gman || ruśantam | agnim | darśatam | br̥hantam | vapā-vantam | viśvahā | dīdi-vāṁsam ||6.1.3||
6,1,3,b,6-1-3-B,ruśantam agniṁ darśatam bṛhantaṁ vapāvantaṁ viśvahā dīdivāṁsam,"The radiant Agni, lofty, fair to look on, worshipped with marrow, evermore resplendent.",रुशन्तमग्निं दर्शतं बृहन्तं वपावन्तं विश्वहा दीदिवांसम् ,6-1-3,vr̥tā-iva | yantam | bahu-bhiḥ | vasavyaiḥ | tve iti | rayim | jāgr̥-vāṁsaḥ | anu | gman || ruśantam | agnim | darśatam | br̥hantam | vapā-vantam | viśvahā | dīdi-vāṁsam ||6.1.3||
6,1,4,a,6-1-4-A,padaṁ devasya namasā vyantaḥ śravasyavaḥ śrava āpann amṛktam,"They who approached the God's abode with homage, eager for glory, won them perfect glory:",पदं देवस्य नमसा व्यन्तः श्रवस्यवः श्रव आपन्नमृक्तम्,6-1-4,padam | devasya | namasā | vyantaḥ | śravasyavaḥ | śravaḥ | āpan | amr̥ktam || nāmāni | cit | dadhire | yajñiyāni | bhadrāyām | te | raṇayanta | sam-dr̥ṣṭau ||6.1.4||
6,1,4,b,6-1-4-B,nāmāni cid dadhire yajñiyāni bhadrāyāṁ te raṇayanta saṁdṛṣṭau,"Yea, they gained even sacrificial titles, and found delight in thine auspicious aspect.",नामानि चिद्दधिरे यज्ञियानि भद्रायां ते रणयन्त संदृष्टौ ,6-1-4,padam | devasya | namasā | vyantaḥ | śravasyavaḥ | śravaḥ | āpan | amr̥ktam || nāmāni | cit | dadhire | yajñiyāni | bhadrāyām | te | raṇayanta | sam-dr̥ṣṭau ||6.1.4||
6,1,5,a,6-1-5-A,tvāṁ vardhanti kṣitayaḥ pṛthivyāṁ tvāṁ rāya ubhayāso janānām,"On earth the people magnify thee greatly, thee their celestial and terrestrial riches.",त्वां वर्धन्ति क्षितयः पृथिव्यां त्वां राय उभयासो जनानाम्,6-1-5,tvām | vardhanti | kṣitayaḥ | pr̥thivyām | tvām | rāyaḥ | ubhayāsaḥ | janānām || tvam | trātā | taraṇe | cetyaḥ | bhūḥ | pitā | mātā | sadam | it | mānuṣāṇām ||6.1.5||
6,1,5,b,6-1-5-B,tvaṁ trātā taraṇe cetyo bhūḥ pitā mātā sadam in mānuṣāṇām,"Thou, Helper, must be known as our Preserver, Father and Mother of mankind for ever.",त्वं त्राता तरणे चेत्यो भूः पिता माता सदमिन्मानुषाणाम् ,6-1-5,tvām | vardhanti | kṣitayaḥ | pr̥thivyām | tvām | rāyaḥ | ubhayāsaḥ | janānām || tvam | trātā | taraṇe | cetyaḥ | bhūḥ | pitā | mātā | sadam | it | mānuṣāṇām ||6.1.5||
6,1,6,a,6-1-6-A,saparyeṇyaḥ sa priyo vikṣv agnir hotā mandro ni ṣasādā yajīyān,"Dear priest among mankind, adorable Agni hath seated him, joy-giver, skilled in worship.",सपर्येण्यः स प्रियो विक्ष्वग्निर्होता मन्द्रो नि षसादा यजीयान्,6-1-6,saparyeṇyaḥ | saḥ | priyaḥ | vikṣu | agniḥ | hotā | mandraḥ | ni | sisāda | yajīyān || tam | tvā | vayam | dame | ā | dīdi-vāṁsam | upa | jñu-bādhaḥ | namasā | sadema ||6.1.6||
6,1,6,b,6-1-6-B,taṁ tvā vayaṁ dama ā dīdivāṁsam upa jñubādho namasā sadema,"Let us approach thee shining in thy dwelling, kneeling upon our knees, with adoration.",तं त्वा वयं दम आ दीदिवांसमुप ज्ञुबाधो नमसा सदेम ,6-1-6,saparyeṇyaḥ | saḥ | priyaḥ | vikṣu | agniḥ | hotā | mandraḥ | ni | sisāda | yajīyān || tam | tvā | vayam | dame | ā | dīdi-vāṁsam | upa | jñu-bādhaḥ | namasā | sadema ||6.1.6||
6,1,7,a,6-1-7-A,taṁ tvā vayaṁ sudhyo navyam agne sumnāyava īmahe devayantaḥ,"Longing for bliss, pure-minded, God-devoted, Agni, we seek thee, such, meet to be lauded.",तं त्वा वयं सुध्यो नव्यमग्ने सुम्नायव ईमहे देवयन्तः,6-1-7,tvam | tvā | vayam | su-dhyaḥ | navyam | agne | sumna-yavaḥ | īmahe | deva-yantaḥ || tvam | viśaḥ | anayaḥ | dīdyānaḥ | divaḥ | agne | br̥hatā | rocanena ||6.1.7||
6,1,7,b,6-1-7-B,tvaṁ viśo anayo dīdyāno divo agne bṛhatā rocanena,"Thou, Agni, leddest forth our men to battle, refulgent with the heaven's exalted splendour.",त्वं विशो अनयो दीद्यानो दिवो अग्ने बृहता रोचनेन ,6-1-7,tvam | tvā | vayam | su-dhyaḥ | navyam | agne | sumna-yavaḥ | īmahe | deva-yantaḥ || tvam | viśaḥ | anayaḥ | dīdyānaḥ | divaḥ | agne | br̥hatā | rocanena ||6.1.7||
6,1,8,a,6-1-8-A,viśāṁ kaviṁ viśpatiṁ śaśvatīnāṁ nitośanaṁ vṛṣabhaṁ carṣaṇīnām,"Sage of mankind, all peoples' Lord and Master, the Bull of men, the sender down of blessings,",विशां कविं विश्पतिं शश्वतीनां नितोशनं वृषभं चर्षणीनाम्,6-1-8,viśām | kavim | viśpatim | śaśvatīnām | ni-tośanam | vr̥ṣabham | carṣaṇīnām || preti-iṣaṇim | iṣayantam | pāvakam | rājantam | agnim | yajatam | rayīṇām ||6.1.8||
6,1,8,b,6-1-8-B,pretīṣaṇim iṣayantam pāvakaṁ rājantam agniṁ yajataṁ rayīṇām,"Still pressing on, promoting, purifying, Agni the Holy One, the Lord of riches.",प्रेतीषणिमिषयन्तं पावकं राजन्तमग्निं यजतं रयीणाम् ,6-1-8,viśām | kavim | viśpatim | śaśvatīnām | ni-tośanam | vr̥ṣabham | carṣaṇīnām || preti-iṣaṇim | iṣayantam | pāvakam | rājantam | agnim | yajatam | rayīṇām ||6.1.8||
6,1,9,a,6-1-9-A,so agna īje śaśame ca marto yas ta ānaṭ samidhā havyadātim,"Agni, the mortal who hath toiled and worshipped, brought thee oblations with his kindled fuel,",सो अग्न ईजे शशमे च मर्तो यस्त आनट् समिधा हव्यदातिम्,6-1-9,saḥ | agne | īje | śaśame | ca | martaḥ | yaḥ | te | ānaṭ | sam-idhā | havya-dātim || yaḥ | ā-hutim | pari | veda | namaḥ-bhiḥ | viśvā | it | saḥ | vāmā | dadhate | tvā-ūtaḥ ||6.1.9||
6,1,9,b,6-1-9-B,ya āhutim pari vedā namobhir viśvet sa vāmā dadhate tvotaḥ,"And well knows sacrifice with adoration, gains every joy with thee to guard and help him.",य आहुतिं परि वेदा नमोभिर्विश्वेत्स वामा दधते त्वोतः ,6-1-9,saḥ | agne | īje | śaśame | ca | martaḥ | yaḥ | te | ānaṭ | sam-idhā | havya-dātim || yaḥ | ā-hutim | pari | veda | namaḥ-bhiḥ | viśvā | it | saḥ | vāmā | dadhate | tvā-ūtaḥ ||6.1.9||
6,1,10,a,6-1-10-A,asmā u te mahi mahe vidhema namobhir agne samidhota havyaiḥ,"Mightily let us worship thee the Mighty, with reverence, Agni! fuel and oblations,",अस्मा उ ते महि महे विधेम नमोभिरग्ने समिधोत हव्यैः,6-1-10,asmai | ūm̐ iti | te | mahi | mahe | vidhema | namaḥ-bhiḥ | agne | sam-idhā | uta | havyaiḥ || vedī | sūno iti | sahasaḥ | gīḥ-bhiḥ | ukthaiḥ | ā | te | bhadrāyām | su-matau | yatema ||6.1.10||
