maṇḍala,sūkta,ṛca,paṅktī,index,IAST,Griffith,Devanāgarī,m-s-r,pada pāṭha
10,1,1,a,10-1-1-A,agre bṛhann uṣasām ūrdhvo asthān nirjaganvān tamaso jyotiṣāgāt,"HIGH hath the Mighty risen before the dawning, and come to us with light f",अग्रे बृहन्नुषसामूर्ध्वो अस्थान्निर्जगन्वान्तमसो ज्योतिषागात्,10-1-1,agre | br̥han | uṣasām | ūrdhvaḥ | asthāt | niḥ-jaganvān | tamasaḥ | jyotiṣā | ā | agāt || agniḥ | bhānunā | ruśatā | su-aṅgaḥ | ā | jātaḥ | viśvā | sadmāni | aprāḥ ||10.1.1||
10,1,1,b,10-1-1-B,agnir bhānunā ruśatā svaṅga ā jāto viśvā sadmāny aprāḥ,Fair-shapen Agni with white-shining splendour hath filled at birth all h,अग्निर्भानुना रुशता स्वङ्ग आ जातो विश्वा सद्मान्यप्राः ,10-1-1,agre | br̥han | uṣasām | ūrdhvaḥ | asthāt | niḥ-jaganvān | tamasaḥ | jyotiṣā | ā | agāt || agniḥ | bhānunā | ruśatā | su-aṅgaḥ | ā | jātaḥ | viśvā | sadmāni | aprāḥ ||10.1.1||
10,1,2,a,10-1-2-A,sa jāto garbho asi rodasyor agne cārur vibhṛta oṣadhīṣu,"Thou, being born, art Child of Earth and Heaven, parted among the plants i",स जातो गर्भो असि रोदस्योरग्ने चारुर्विभृत ओषधीषु,10-1-2,saḥ | jātaḥ | garbhaḥ | asi | rodasyoḥ | agne | cāruḥ | vi-bhr̥taḥ | oṣadhīṣu || citraḥ | śiśuḥ | pari | tamāṁsi | aktūn | pra | mātr̥-bhyaḥ | adhi | kanikradat | gāḥ ||10.1.2||
10,1,2,b,10-1-2-B,citraḥ śiśuḥ pari tamāṁsy aktūn pra mātṛbhyo adhi kanikradad gāḥ,"The glooms of night thou, Brilliant Babe, subduest, and art come forth,",चित्रः शिशुः परि तमांस्यक्तून्प्र मातृभ्यो अधि कनिक्रदद्गाः ,10-1-2,saḥ | jātaḥ | garbhaḥ | asi | rodasyoḥ | agne | cāruḥ | vi-bhr̥taḥ | oṣadhīṣu || citraḥ | śiśuḥ | pari | tamāṁsi | aktūn | pra | mātr̥-bhyaḥ | adhi | kanikradat | gāḥ ||10.1.2||
10,1,3,a,10-1-3-A,viṣṇur itthā paramam asya vidvāñ jāto bṛhann abhi pāti tṛtīyam,"Here, being manifested, lofty Visnu, full wise, protects his own supremest",विष्णुरित्था परममस्य विद्वाञ्जातो बृहन्नभि पाति तृतीयम्,10-1-3,viṣṇuḥ | itthā | paramam | asya | vidvān | jātaḥ | br̥han | abhi | pāti | tr̥tīyam || āsā | yat | asya | payaḥ | akrata | svam | sa-cetasaḥ | abhi | arcanti | atra ||10.1.3||
10,1,3,b,10-1-3-B,āsā yad asya payo akrata svaṁ sacetaso abhy arcanty atra,"When they have offered in his mouth their sweet milk, to him with one ac",आसा यदस्य पयो अक्रत स्वं सचेतसो अभ्यर्चन्त्यत्र ,10-1-3,viṣṇuḥ | itthā | paramam | asya | vidvān | jātaḥ | br̥han | abhi | pāti | tr̥tīyam || āsā | yat | asya | payaḥ | akrata | svam | sa-cetasaḥ | abhi | arcanti | atra ||10.1.3||
10,1,4,a,10-1-4-A,ata u tvā pitubhṛto janitrīr annāvṛdham prati caranty annaiḥ,"Thence bearing food the Mothers come to meet thee, with food for thee who",अत उ त्वा पितुभृतो जनित्रीरन्नावृधं प्रति चरन्त्यन्नैः,10-1-4,ataḥ | ūm̐ iti | tvā | pitu-bhr̥taḥ | janitrīḥ | anna-vr̥dham | prati | caranti | annaiḥ || tāḥ | īm | prati | eṣi | punaḥ | anya-rūpāḥ | asi | tvam | vikṣu | mānuṣīṣu | hotā ||10.1.4||
10,1,4,b,10-1-4-B,tā īm praty eṣi punar anyarūpā asi tvaṁ vikṣu mānuṣīṣu hotā,These in their altered form again thou meetest. Thou art Invoking Priest,ता ईं प्रत्येषि पुनरन्यरूपा असि त्वं विक्षु मानुषीषु होता ,10-1-4,ataḥ | ūm̐ iti | tvā | pitu-bhr̥taḥ | janitrīḥ | anna-vr̥dham | prati | caranti | annaiḥ || tāḥ | īm | prati | eṣi | punaḥ | anya-rūpāḥ | asi | tvam | vikṣu | mānuṣīṣu | hotā ||10.1.4||
10,1,5,a,10-1-5-A,hotāraṁ citraratham adhvarasya yajñasya-yajñasya ketuṁ ruśantam,"Priest of the holy rite, with car that glitters, refulgent Banner of each",होतारं चित्ररथमध्वरस्य यज्ञस्ययज्ञस्य केतुं रुशन्तम्,10-1-5,hotāram | citra-ratham | adhvarasya | yajñasya-yajñasya | ketum | ruśantam || prati-ardhim | devasya-devasya | mahnā | śriyā | tu | agnim | atithim | janānām ||10.1.5||
10,1,5,b,10-1-5-B,pratyardhiṁ devasya-devasya mahnā śriyā tv agnim atithiṁ janānām,"Sharinging every God through might and glory, even Agni Guest of men I s",प्रत्यर्धिं देवस्यदेवस्य मह्ना श्रिया त्वग्निमतिथिं जनानाम् ,10-1-5,hotāram | citra-ratham | adhvarasya | yajñasya-yajñasya | ketum | ruśantam || prati-ardhim | devasya-devasya | mahnā | śriyā | tu | agnim | atithim | janānām ||10.1.5||
10,1,6,a,10-1-6-A,sa tu vastrāṇy adha peśanāni vasāno agnir nābhā pṛthivyāḥ,"So Agni stands on earth's most central station, invested in well-decorated",स तु वस्त्राण्यध पेशनानि वसानो अग्निर्नाभा पृथिव्याः,10-1-6,saḥ | tu | vastrāṇi | adha | peśanāni | vasānaḥ | agniḥ | nābhā | pr̥thivyāḥ || aruṣaḥ | jātaḥ | pade | iḷāyāḥ | puraḥ-hitaḥ | rājan | yakṣi | iha | devān ||10.1.6||
10,1,6,b,10-1-6-B,aruṣo jātaḥ pada iḻāyāḥ purohito rājan yakṣīha devān,"Born, red of hue, where men pour out libations, O King, as great High Pr",अरुषो जातः पद इळायाः पुरोहितो राजन्यक्षीह देवान् ,10-1-6,saḥ | tu | vastrāṇi | adha | peśanāni | vasānaḥ | agniḥ | nābhā | pr̥thivyāḥ || aruṣaḥ | jātaḥ | pade | iḷāyāḥ | puraḥ-hitaḥ | rājan | yakṣi | iha | devān ||10.1.6||
10,1,7,a,10-1-7-A,ā hi dyāvāpṛthivī agna ubhe sadā putro na mātarā tatantha,"Over the earth and over heaven, O Agni, thou, Son, hast ever spread above",आ हि द्यावापृथिवी अग्न उभे सदा पुत्रो न मातरा ततन्थ,10-1-7,ā | hi | dyāvāpr̥thivī iti | agne | ubhe iti | sadā | putraḥ | na | mātarā | tatantha || pra | yāhi | accha | uśataḥ | yaviṣṭha | atha | ā | vaha | sahasya | iha | devān ||10.1.7||
10,1,7,b,10-1-7-B,pra yāhy acchośato yaviṣṭhāthā vaha sahasyeha devān,"Come, Youthfullest! to those who long to meet thee, and hither bring the",प्र याह्यच्छोशतो यविष्ठाथा वह सहस्येह देवान् ,10-1-7,ā | hi | dyāvāpr̥thivī iti | agne | ubhe iti | sadā | putraḥ | na | mātarā | tatantha || pra | yāhi | accha | uśataḥ | yaviṣṭha | atha | ā | vaha | sahasya | iha | devān ||10.1.7||
10,2,1,a,10-2-1-A,piprīhi devām̐ uśato yaviṣṭha vidvām̐ ṛtūm̐r ṛtupate yajeha,"GLADDEN the yearning Gods, O thou Most Youthful: bring them, O Lord of Sea",पिप्रीहि देवाँ उशतो यविष्ठ विद्वाँ ऋतूँरृतुपते यजेह,10-2-1,piprīhi | devān | uśataḥ | yaviṣṭha | vidvān | r̥tūn | r̥tu-pate | yaja | iha || ye | daivyāḥ | r̥tvijaḥ | tebhiḥ | agne | tvam | hotr̥̄ṇām | asi | ā-yajiṣṭhaḥ ||10.2.1||
10,2,1,b,10-2-1-B,ye daivyā ṛtvijas tebhir agne tvaṁ hotṝṇām asy āyajiṣṭhaḥ,"With all the Priests Celestial, O Agni. Best worshipper art thou of all",ये दैव्या ऋत्विजस्तेभिरग्ने त्वं होतॄणामस्यायजिष्ठः ,10-2-1,piprīhi | devān | uśataḥ | yaviṣṭha | vidvān | r̥tūn | r̥tu-pate | yaja | iha || ye | daivyāḥ | r̥tvijaḥ | tebhiḥ | agne | tvam | hotr̥̄ṇām | asi | ā-yajiṣṭhaḥ ||10.2.1||
10,2,2,a,10-2-2-A,veṣi hotram uta potraṁ janānām mandhātāsi draviṇodā ṛtāvā,"Thine is the Herald's, thine the Cleanser's office, thinker art thou, weal",वेषि होत्रमुत पोत्रं जनानां मन्धातासि द्रविणोदा ऋतावा,10-2-2,veṣi | hotram | uta | potram | janānām | mandhātā | asi | draviṇaḥ-dāḥ | r̥ta-vā || svāhā | vayam | kr̥ṇavāma | havīṁṣi | devaḥ | devān | yajatu | agniḥ | arhan ||10.2.2||
10,2,2,b,10-2-2-B,svāhā vayaṁ kṛṇavāmā havīṁṣi devo devān yajatv agnir arhan,"Let us with Svaha offer up oblations, and Agni, worthy God, pay the Gods",स्वाहा वयं कृणवामा हवींषि देवो देवान्यजत्वग्निरर्हन् ,10-2-2,veṣi | hotram | uta | potram | janānām | mandhātā | asi | draviṇaḥ-dāḥ | r̥ta-vā || svāhā | vayam | kr̥ṇavāma | havīṁṣi | devaḥ | devān | yajatu | agniḥ | arhan ||10.2.2||
10,2,3,a,10-2-3-A,ā devānām api panthām aganma yac chaknavāma tad anu pravoḻhum,"To the Gods' pathway have we travelled, ready to execute what work we may",आ देवानामपि पन्थामगन्म यच्छक्नवाम तदनु प्रवोळ्हुम्,10-2-3,ā | devānām | api | panthām | aganma | yat | śaknavāma | tat | anu | pra-voḷhum || agniḥ | vidvān | saḥ | yajāt | saḥ | it | ūm̐ iti | hotā | saḥ | adhvarān | saḥ | r̥tūn | kalpayāti ||10.2.3||
10,2,3,b,10-2-3-B,agnir vidvān sa yajāt sed u hotā so adhvarān sa ṛtūn kalpayāti,"Let Agni, for he knows, complete the worship. He is the Priest: let him",अग्निर्विद्वान्स यजात्सेदु होता सो अध्वरान्स ऋतून्कल्पयाति ,10-2-3,ā | devānām | api | panthām | aganma | yat | śaknavāma | tat | anu | pra-voḷhum || agniḥ | vidvān | saḥ | yajāt | saḥ | it | ūm̐ iti | hotā | saḥ | adhvarān | saḥ | r̥tūn | kalpayāti ||10.2.3||
10,2,4,a,10-2-4-A,yad vo vayam pramināma vratāni viduṣāṁ devā aviduṣṭarāsaḥ,"When we most ignorant neglect the statutes of you, O Deities with whom is",यद्वो वयं प्रमिनाम व्रतानि विदुषां देवा अविदुष्टरासः,10-2-4,yat | vaḥ | vayam | pra-mināma | vratāni | viduṣām | devāḥ | aviduḥ-tarāsaḥ || agniḥ | tat | viśvam | ā | pr̥ṇāti | vidvān | yebhiḥ | devān | r̥tu-bhiḥ | kalpayāti ||10.2.4||
10,2,4,b,10-2-4-B,agniṣ ṭad viśvam ā pṛṇāti vidvān yebhir devām̐ ṛtubhiḥ kalpayāti,"Wise Agni shall correct our faults and failings, skilled to assign each",अग्निष्टद्विश्वमा पृणाति विद्वान्येभिर्देवाँ ऋतुभिः कल्पयाति ,10-2-4,yat | vaḥ | vayam | pra-mināma | vratāni | viduṣām | devāḥ | aviduḥ-tarāsaḥ || agniḥ | tat | viśvam | ā | pr̥ṇāti | vidvān | yebhiḥ | devān | r̥tu-bhiḥ | kalpayāti ||10.2.4||
10,2,5,a,10-2-5-A,yat pākatrā manasā dīnadakṣā na yajñasya manvate martyāsaḥ,"When, weak in mind, of feeble understanding, mortals bethink them not of s",यत्पाकत्रा मनसा दीनदक्षा न यज्ञस्य मन्वते मर्त्यासः,10-2-5,yat | pāka-trā | manasā | dīna-dakṣāḥ | na | yajñasya | manvate | martyāsaḥ || agniḥ | tat | hotā | kratu-vit | vi-jānan | yajiṣṭhaḥ | devān | r̥tu-śaḥ | yajāti ||10.2.5||
10,2,5,b,10-2-5-B,agniṣ ṭad dhotā kratuvid vijānan yajiṣṭho devām̐ ṛtuśo yajāti,"Then shall the prudent and discerning Agni worship the Gods, best worshi",अग्निष्टद्धोता क्रतुविद्विजानन्यजिष्ठो देवाँ ऋतुशो यजाति ,10-2-5,yat | pāka-trā | manasā | dīna-dakṣāḥ | na | yajñasya | manvate | martyāsaḥ || agniḥ | tat | hotā | kratu-vit | vi-jānan | yajiṣṭhaḥ | devān | r̥tu-śaḥ | yajāti ||10.2.5||
10,2,6,a,10-2-6-A,viśveṣāṁ hy adhvarāṇām anīkaṁ citraṁ ketuṁ janitā tvā jajāna,"Because the Father hath produced thee, Leader of all our solemn rites, the",विश्वेषां ह्यध्वराणामनीकं चित्रं केतुं जनिता त्वा जजान,10-2-6,viśveṣām | hi | adhvarāṇām | anīkam | citram | ketum | janitā | tvā | jajāna || saḥ | ā | yajasva | nr̥-vatīḥ | anu | kṣāḥ | spārhāḥ | iṣaḥ | kṣu-matīḥ | viśva-janyāḥ ||10.2.6||
10,2,6,b,10-2-6-B,sa ā yajasva nṛvatīr anu kṣāḥ spārhā iṣaḥ kṣumatīr viśvajanyāḥ,"So win by worship pleasant homes abounding in heroes, and rich food to n",स आ यजस्व नृवतीरनु क्षाः स्पार्हा इषः क्षुमतीर्विश्वजन्याः ,10-2-6,viśveṣām | hi | adhvarāṇām | anīkam | citram | ketum | janitā | tvā | jajāna || saḥ | ā | yajasva | nr̥-vatīḥ | anu | kṣāḥ | spārhāḥ | iṣaḥ | kṣu-matīḥ | viśva-janyāḥ ||10.2.6||
10,2,7,a,10-2-7-A,yaṁ tvā dyāvāpṛthivī yaṁ tvāpas tvaṣṭā yaṁ tvā sujanimā jajāna,"Thou whom the Heaven and Earth, thou whom the Waters, and Tvastar, maker o",यं त्वा द्यावापृथिवी यं त्वापस्त्वष्टा यं त्वा सुजनिमा जजान,10-2-7,yam | tvā | dyāvāpr̥thivī iti | yam | tvā | āpaḥ | tvaṣṭā | yam | tvā | su-janimā | jajāna || panthām | anu | pra-vidvān | pitr̥-yānam | dyu-mat | agne | sam-idhānaḥ | vi | bhāhi ||10.2.7||
10,2,7,b,10-2-7-B,panthām anu pravidvān pitṛyāṇaṁ dyumad agne samidhāno vi bhāhi,"Well knowing, all along the Fathers' pathway, shine with resplendent lig",पन्थामनु प्रविद्वान्पितृयाणं द्युमदग्ने समिधानो वि भाहि ,10-2-7,yam | tvā | dyāvāpr̥thivī iti | yam | tvā | āpaḥ | tvaṣṭā | yam | tvā | su-janimā | jajāna || panthām | anu | pra-vidvān | pitr̥-yānam | dyu-mat | agne | sam-idhānaḥ | vi | bhāhi ||10.2.7||
10,3,1,a,10-3-1-A,ino rājann aratiḥ samiddho raudro dakṣāya suṣumām̐ adarśi,"O KING, the potent and terrific envoy, kindled for strength, is manifest i",इनो राजन्नरतिः समिद्धो रौद्रो दक्षाय सुषुमाँ अदर्शि,10-3-1,inaḥ | rājan | aratiḥ | sam-iddhaḥ | raudraḥ | dakṣāya | susu-mān | adarśi || cikit | vi | bhāti | bhāsā | br̥hatā | asiknīm | eti | ruśatīm | apa-ajan ||10.3.1||
10,3,1,b,10-3-1-B,cikid vi bhāti bhāsā bṛhatāsiknīm eti ruśatīm apājan,"He shines, all-knowing, with his lotty splendour: chasing black Night he",चिकिद्वि भाति भासा बृहतासिक्नीमेति रुशतीमपाजन् ,10-3-1,inaḥ | rājan | aratiḥ | sam-iddhaḥ | raudraḥ | dakṣāya | susu-mān | adarśi || cikit | vi | bhāti | bhāsā | br̥hatā | asiknīm | eti | ruśatīm | apa-ajan ||10.3.1||
10,3,2,a,10-3-2-A,kṛṣṇāṁ yad enīm abhi varpasā bhūj janayan yoṣām bṛhataḥ pitur jām,"Having o'ercome the glimmering Black with beauty, and bringing forth the d",कृष्णां यदेनीमभि वर्पसा भूज्जनयन्योषां बृहतः पितुर्जाम्,10-3-2,kr̥ṣṇām | yat | enīm | abhi | varpasā | bhūt | janayan | yoṣām | br̥hataḥ | pituḥ | jām || ūrdhvam | bhānum | sūryasya | stabhāyan | divaḥ | vasu-bhiḥ | aratiḥ | vi | bhāti ||10.3.2||
10,3,2,b,10-3-2-B,ūrdhvam bhānuṁ sūryasya stabhāyan divo vasubhir aratir vi bhāti,"Holding aloft the radiant light of Surya, as messenger of heaven he shin",ऊर्ध्वं भानुं सूर्यस्य स्तभायन्दिवो वसुभिररतिर्वि भाति ,10-3-2,kr̥ṣṇām | yat | enīm | abhi | varpasā | bhūt | janayan | yoṣām | br̥hataḥ | pituḥ | jām || ūrdhvam | bhānum | sūryasya | stabhāyan | divaḥ | vasu-bhiḥ | aratiḥ | vi | bhāti ||10.3.2||
10,3,3,a,10-3-3-A,bhadro bhadrayā sacamāna āgāt svasāraṁ jāro abhy eti paścāt,Attendant on the Blessed Dame the Blessed hath come: the Lover followeth h,भद्रो भद्रया सचमान आगात्स्वसारं जारो अभ्येति पश्चात्,10-3-3,bhadraḥ | bhadrayā | sacamānaḥ | ā | agāt | svasāram | jāraḥ | abhi | eti | paścāt || su-praketaiḥ | dyu-bhiḥ | agniḥ | vi-tiṣṭhan | ruśat-bhiḥ | varṇaiḥ | abhi | rāmam | asthāt ||10.3.3||
10,3,3,b,10-3-3-B,supraketair dyubhir agnir vitiṣṭhan ruśadbhir varṇair abhi rāmam asthāt,"Agni, far-spreading with conspicuous lustre, hath compassed Night with w",सुप्रकेतैर्द्युभिरग्निर्वितिष्ठन्रुशद्भिर्वर्णैरभि राममस्थात् ,10-3-3,bhadraḥ | bhadrayā | sacamānaḥ | ā | agāt | svasāram | jāraḥ | abhi | eti | paścāt || su-praketaiḥ | dyu-bhiḥ | agniḥ | vi-tiṣṭhan | ruśat-bhiḥ | varṇaiḥ | abhi | rāmam | asthāt ||10.3.3||
10,3,4,a,10-3-4-A,asya yāmāso bṛhato na vagnūn indhānā agneḥ sakhyuḥ śivasya,His goings-forth kindle as 'twere high voices the goings of the auspicious,अस्य यामासो बृहतो न वग्नूनिन्धाना अग्नेः सख्युः शिवस्य,10-3-4,asya | yāmāsaḥ | br̥hataḥ | na | vagnūn | indhānāḥ | agneḥ | sakhyuḥ | śivasya || īḍyasya | vr̥ṣṇaḥ | br̥hataḥ | su-āsaḥ | bhāmāsaḥ | yāman | aktavaḥ | cikitre ||10.3.4||
10,3,4,b,10-3-4-B,īḍyasya vṛṣṇo bṛhataḥ svāso bhāmāso yāmann aktavaś cikitre,"The rays, the bright beams of the strong-jawed, mighty, adorable Steer a",ईड्यस्य वृष्णो बृहतः स्वासो भामासो यामन्नक्तवश्चिकित्रे ,10-3-4,asya | yāmāsaḥ | br̥hataḥ | na | vagnūn | indhānāḥ | agneḥ | sakhyuḥ | śivasya || īḍyasya | vr̥ṣṇaḥ | br̥hataḥ | su-āsaḥ | bhāmāsaḥ | yāman | aktavaḥ | cikitre ||10.3.4||
10,3,5,a,10-3-5-A,svanā na yasya bhāmāsaḥ pavante rocamānasya bṛhataḥ sudivaḥ,"Whose radiant splendours flow, like sounds, about us, his who is lofty, br",स्वना न यस्य भामासः पवन्ते रोचमानस्य बृहतः सुदिवः,10-3-5,svanāḥ | na | yasya | bhāmāsaḥ | pavante | rocamānasya | br̥hataḥ | su-divaḥ || jyeṣṭhebhiḥ | yaḥ | tejiṣṭhaiḥ | krīḷumat-bhiḥ | varṣiṣṭhebhiḥ | bhānu-bhiḥ | nakṣati | dyām ||10.3.5||
10,3,5,b,10-3-5-B,jyeṣṭhebhir yas tejiṣṭhaiḥ krīḻumadbhir varṣiṣṭhebhir bhānubhir nakṣati dyām,"Who reaches heaven with best and brightest lustres, sportive and piercin",ज्येष्ठेभिर्यस्तेजिष्ठैः क्रीळुमद्भिर्वर्षिष्ठेभिर्भानुभिर्नक्षति द्याम् ,10-3-5,svanāḥ | na | yasya | bhāmāsaḥ | pavante | rocamānasya | br̥hataḥ | su-divaḥ || jyeṣṭhebhiḥ | yaḥ | tejiṣṭhaiḥ | krīḷumat-bhiḥ | varṣiṣṭhebhiḥ | bhānu-bhiḥ | nakṣati | dyām ||10.3.5||
10,3,6,a,10-3-6-A,asya śuṣmāso dadṛśānapaver jehamānasya svanayan niyudbhiḥ,"His powers, whose chariot fellies gleam and glitter have loudly roared whi",अस्य शुष्मासो ददृशानपवेर्जेहमानस्य स्वनयन्नियुद्भिः,10-3-6,asya | śuṣmāsaḥ | dadr̥śāna-paveḥ | jehamānasya | svanayan | niyut-bhiḥ || pratnebhiḥ | yaḥ | ruśat-bhiḥ | deva-tamaḥ | vi | rebhat-bhiḥ | aratiḥ | bhāti | vi-bhvā ||10.3.6||
