maṇḍala,sūkta,ṛca,paṅktī,index,IAST,Griffith,Devanāgarī,m-s-r,pada pāṭha
9,1,1,a,9-1-1-A,svādiṣṭhayā madiṣṭhayā pavasva soma dhārayā,"In sweetest and most gladdening stream flow pure, O Soma, on thy way,",स्वादिष्ठया मदिष्ठया पवस्व सोम धारया,9-1-1,svādiṣṭhayā | madiṣṭhayā | pavasva | soma | dhārayā || indrāya | pātave | sutaḥ ||9.1.1||
9,1,1,b,9-1-1-B,indrāya pātave sutaḥ,"Pressed out for Indra, for his drink.",इन्द्राय पातवे सुतः ,9-1-1,svādiṣṭhayā | madiṣṭhayā | pavasva | soma | dhārayā || indrāya | pātave | sutaḥ ||9.1.1||
9,1,2,a,9-1-2-A,rakṣohā viśvacarṣaṇir abhi yonim ayohatam,"Fiend-queller, Friend of all men, he hath with the wood attained unto",रक्षोहा विश्वचर्षणिरभि योनिमयोहतम्,9-1-2,rakṣaḥ-hā | viśva-carṣaṇiḥ | abhi | yonim | ayaḥ-hatam || druṇā | sadha-stham | ā | asadat ||9.1.2||
9,1,2,b,9-1-2-B,druṇā sadhastham āsadat,"His place, his iron-fashioned home.",द्रुणा सधस्थमासदत् ,9-1-2,rakṣaḥ-hā | viśva-carṣaṇiḥ | abhi | yonim | ayaḥ-hatam || druṇā | sadha-stham | ā | asadat ||9.1.2||
9,1,3,a,9-1-3-A,varivodhātamo bhava maṁhiṣṭho vṛtrahantamaḥ,"Be thou best Vrtra-slayer, best granter of bliss, most liberal:",वरिवोधातमो भव मंहिष्ठो वृत्रहन्तमः,9-1-3,varivaḥ-dhātamaḥ | bhava | maṁhiṣṭhaḥ | vr̥trahan-tamaḥ || parṣi | rādhaḥ | maghonām ||9.1.3||
9,1,3,b,9-1-3-B,parṣi rādho maghonām,Promote our wealthy princes' gifts.,पर्षि राधो मघोनाम् ,9-1-3,varivaḥ-dhātamaḥ | bhava | maṁhiṣṭhaḥ | vr̥trahan-tamaḥ || parṣi | rādhaḥ | maghonām ||9.1.3||
9,1,4,a,9-1-4-A,abhy arṣa mahānāṁ devānāṁ vītim andhasā,Flow onward with thy juice unto the banquet of the Mighty Gods:,अभ्यर्ष महानां देवानां वीतिमन्धसा,9-1-4,abhi | arṣa | mahānām | devānām | vītim | andhasā || abhi | vājam | uta | śravaḥ ||9.1.4||
9,1,4,b,9-1-4-B,abhi vājam uta śravaḥ,Flow bither for our strength and fame.,अभि वाजमुत श्रवः ,9-1-4,abhi | arṣa | mahānām | devānām | vītim | andhasā || abhi | vājam | uta | śravaḥ ||9.1.4||
9,1,5,a,9-1-5-A,tvām acchā carāmasi tad id arthaṁ dive-dive,"O Indu, we draw nigh to thee, with this one object day by day:",त्वामच्छा चरामसि तदिदर्थं दिवेदिवे,9-1-5,tvām | accha | carāmasi | tat | it | artham | dive-dive || indo iti | tve iti | naḥ | ā-śasaḥ ||9.1.5||
9,1,5,b,9-1-5-B,indo tve na āśasaḥ,To thee alone our prayers are said,इन्दो त्वे न आशसः ,9-1-5,tvām | accha | carāmasi | tat | it | artham | dive-dive || indo iti | tve iti | naḥ | ā-śasaḥ ||9.1.5||
9,1,6,a,9-1-6-A,punāti te parisrutaṁ somaṁ sūryasya duhitā,By means of this eternal fleece may Surya's Daughter purify,पुनाति ते परिस्रुतं सोमं सूर्यस्य दुहिता,9-1-6,punāti | te | pari-srutam | somam | sūryasya | duhitā || vāreṇa | śaśvatā | tanā ||9.1.6||
9,1,6,b,9-1-6-B,vāreṇa śaśvatā tanā,Thy Soma that is foaming forth.,वारेण शश्वता तना ,9-1-6,punāti | te | pari-srutam | somam | sūryasya | duhitā || vāreṇa | śaśvatā | tanā ||9.1.6||
9,1,7,a,9-1-7-A,tam īm aṇvīḥ samarya ā gṛbhṇanti yoṣaṇo daśa,Ten sister maids of slender form seize him within the press and hold,तमीमण्वीः समर्य आ गृभ्णन्ति योषणो दश,9-1-7,tam | īm | aṇvīḥ | sa-marye | ā | gr̥bhṇanti | yoṣaṇaḥ | daśa || svasāraḥ | pārye | divi ||9.1.7||
9,1,7,b,9-1-7-B,svasāraḥ pārye divi,Him firmly on the final day.,स्वसारः पार्ये दिवि ,9-1-7,tam | īm | aṇvīḥ | sa-marye | ā | gr̥bhṇanti | yoṣaṇaḥ | daśa || svasāraḥ | pārye | divi ||9.1.7||
9,1,8,a,9-1-8-A,tam īṁ hinvanty agruvo dhamanti bākuraṁ dṛtim,The virgins send him forth: they blow the the skin musician-like and fuse,तमीं हिन्वन्त्यग्रुवो धमन्ति बाकुरं दृतिम्,9-1-8,tam | īm | hinvanti | agruvaḥ | dhamanti | bākuram | dr̥tim || tri-dhātu | vāraṇam | madhu ||9.1.8||
9,1,8,b,9-1-8-B,tridhātu vāraṇam madhu,The triple foe-repelling meath.,त्रिधातु वारणं मधु ,9-1-8,tam | īm | hinvanti | agruvaḥ | dhamanti | bākuram | dr̥tim || tri-dhātu | vāraṇam | madhu ||9.1.8||
9,1,9,a,9-1-9-A,abhīmam aghnyā uta śrīṇanti dhenavaḥ śiśum,"Inviolable milch-kine round about him blend for Indra's drink,",अभीममघ्न्या उत श्रीणन्ति धेनवः शिशुम्,9-1-9,abhi | imam | aghnyāḥ | uta | śrīṇanti | dhenavaḥ | śiśum || somam | indrāya | pātave ||9.1.9||
9,1,9,b,9-1-9-B,somam indrāya pātave,The fresh young Soma with their milk.,सोममिन्द्राय पातवे ,9-1-9,abhi | imam | aghnyāḥ | uta | śrīṇanti | dhenavaḥ | śiśum || somam | indrāya | pātave ||9.1.9||
9,1,10,a,9-1-10-A,asyed indro madeṣv ā viśvā vṛtrāṇi jighnate,"In the wild raptures of this draught, Indra slays all the Vrtras: he,",अस्येदिन्द्रो मदेष्वा विश्वा वृत्राणि जिघ्नते,9-1-10,asya | it | indraḥ | madeṣu | ā | viśvā | vr̥trāṇi | jighnate || śūraḥ | maghā | ca | maṁhate ||9.1.10||
9,1,10,b,9-1-10-B,śūro maghā ca maṁhate,"The Hero, pours his wealth on us.",शूरो मघा च मंहते ,9-1-10,asya | it | indraḥ | madeṣu | ā | viśvā | vr̥trāṇi | jighnate || śūraḥ | maghā | ca | maṁhate ||9.1.10||
9,2,1,a,9-2-1-A,pavasva devavīr ati pavitraṁ soma raṁhyā,"Soma, flow on, inviting Gods, speed to the purifying cloth:",पवस्व देववीरति पवित्रं सोम रंह्या,9-2-1,pavasva | deva-vīḥ | ati | pavitram | soma | raṁhyā || indram | indo iti | vr̥ṣā | ā | viśa ||9.2.1||
9,2,1,b,9-2-1-B,indram indo vṛṣā viśa,"Pass into Indra, as a Bull.",इन्द्रमिन्दो वृषा विश ,9-2-1,pavasva | deva-vīḥ | ati | pavitram | soma | raṁhyā || indram | indo iti | vr̥ṣā | ā | viśa ||9.2.1||
9,2,2,a,9-2-2-A,ā vacyasva mahi psaro vṛṣendo dyumnavattamaḥ,"As mighty food speed hitherward, Indu, as a most splendid Steer:",आ वच्यस्व महि प्सरो वृषेन्दो द्युम्नवत्तमः,9-2-2,ā | vacyasva | mahi | psaraḥ | vr̥ṣā | indo iti | dyumnavat-tamaḥ || ā | yonim | dharṇasiḥ | sadaḥ ||9.2.2||
9,2,2,b,9-2-2-B,ā yoniṁ dharṇasiḥ sadaḥ,Sit in thy place as one with strength.,आ योनिं धर्णसिः सदः ,9-2-2,ā | vacyasva | mahi | psaraḥ | vr̥ṣā | indo iti | dyumnavat-tamaḥ || ā | yonim | dharṇasiḥ | sadaḥ ||9.2.2||
